gmapsurl,name,stars,nreviews,type,address,closingtime,businesspic,comment
https://www.google.com/maps/place/McCormick+Place/data=!4m7!3m6!1s0x880e2b8114325857:0xde54f80e4327f5e2!8m2!3d41.8527221!4d-87.6158294!16zL20vMGM3bWg!19sChIJV1gyFIErDogR4vUnQw74VN4?authuser=0&hl=en&rclk=1,McCormick Place,4.5,"-13,051",Convention center,2301 S Martin Luther King Dr,⋅ Closes 10 PM,https://lh5.googleusercontent.com/p/AF1QipNWSIHYdr5mwMyWGpmpch6fOE9olEnRyvMM3JA_=w173-h92-k-no,"""Huge conference center."""
https://www.google.com/maps/place/Together+by+Hyatt/data=!4m7!3m6!1s0x880e2db65b930b4f:0x973e9f49c51afd3d!8m2!3d41.8877218!4d-87.6228383!16s%2Fg%2F11vbcxc2mz!19sChIJTwuTW7YtDogRPf0axUmfPpc?authuser=0&hl=en&rclk=1,Together by Hyatt,,,Convention center,151 E Wacker Dr,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oLYFRFAs9FOqj_Cbti2c6w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=283.08023&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Merchandise+Mart+Conference+Hall/data=!4m7!3m6!1s0x880e2cb6fb2adfc1:0x61c8006c8f31717b!8m2!3d41.8884096!4d-87.6354498!16s%2Fg%2F11r9cs3s9!19sChIJwd8q-7YsDogRe3Exj2wAyGE?authuser=0&hl=en&rclk=1,Merchandise Mart Conference Hall,4.7,-179,Conference center,222 W Merchandise Mart Plaza,,https://lh5.googleusercontent.com/p/AF1QipN1QUKDwSJtm1vKhiK_jmz5oqE3Ah9N3CGCIxNW=w80-h106-k-no,"""Nice exhebition center"""
https://www.google.com/maps/place/Lawndale+Christian+Health+Center+Skyline+Conference+Center/data=!4m7!3m6!1s0x880e325e66be2357:0xc5f0c7ed9ac348c6!8m2!3d41.853396!4d-87.719325!16s%2Fg%2F11dylxryt3!19sChIJVyO-Zl4yDogRxkjDmu3H8MU?authuser=0&hl=en&rclk=1,Lawndale Christian Health Center Skyline Conference Center,4.8,-12,Conference center,"3750 West, W Ogden Ave 4th Floor",⋅ Closes 9 PM,https://lh5.googleusercontent.com/p/AF1QipNqK5eRR7dP11C-Na_tuH6Z8JacjZyoPfqAqrc=w80-h106-k-no,
"https://www.google.com/maps/place/McCormick+Place+Lakeside+Center,+East+Building/data=!4m7!3m6!1s0x880e2b80c4121197:0x72ccc5d868eedc85!8m2!3d41.8523139!4d-87.6118774!16s%2Fg%2F11g8np5w3r!19sChIJlxESxIArDogRhdzuaNjFzHI?authuser=0&hl=en&rclk=1","McCormick Place Lakeside Center, East Building",4.4,-294,Convention center,2301 S DuSable Lake Shore Dr,⋅ Closes 12 AM,https://lh5.googleusercontent.com/p/AF1QipOHH4LLsUSYD00F0VfRO26_P7J4hnwkcus5LRqo=w122-h92-k-no,"""Nice convention center"""
https://www.google.com/maps/place/AMA+Chicago+Executive+Conference+Center/data=!4m7!3m6!1s0x880e2d219516b061:0x2516dba397769473!8m2!3d41.8860956!4d-87.6236377!16s%2Fg%2F11g4cncfgn!19sChIJYbAWlSEtDogRc5R2l6PbFiU?authuser=0&hl=en&rclk=1,AMA Chicago Executive Conference Center,,,Conference center,205 Michigan Ave #5922,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NmuyuA1me9BWvoVES34lNA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=25.479134&pitch=0&thumbfov=100,
https://www.google.com/maps/place/American+Airlines+Conference+Center/data=!4m7!3m6!1s0x880fd3b33a2c63cd:0x449e6d48a31e0a1f!8m2!3d41.948757!4d-87.6576382!16s%2Fg%2F11h27rhc5f!19sChIJzWMsOrPTD4gRHwoeo0htnkQ?authuser=0&hl=en&rclk=1,American Airlines Conference Center,4.7,-24,Conference center,1101 W Waveland Ave f2,⋅ Closes 10 PM,https://lh5.googleusercontent.com/p/AF1QipNJgjvEWg_eAcCEHBRI-gjx2pP1aa5Ih8iitovw=w138-h92-k-no,
https://www.google.com/maps/place/Gleacher+Center/data=!4m7!3m6!1s0x880e26623550ffd7:0x2de5428703b98337!8m2!3d41.8897122!4d-87.6222842!16s%2Fg%2F12cpq1xlp!19sChIJ1_9QNWImDogRN4O5A4dC5S0?authuser=0&hl=en&rclk=1,Gleacher Center,4.7,-496,Conference center,450 Cityfront Plaza Dr,⋅ Closes 12 AM,https://lh5.googleusercontent.com/p/AF1QipPYCIn05EINyGBG_uDjjowRYNRZceLqTjbmLFLi=w138-h92-k-no,"""Great conference center!"""
https://www.google.com/maps/place/United+centrr/data=!4m7!3m6!1s0x880e2d2c8102dae5:0x97474bf975632fde!8m2!3d41.8742849!4d-87.6253866!16s%2Fg%2F11vhcvms5n!19sChIJ5doCgSwtDogR3i9jdflLR5c?authuser=0&hl=en&rclk=1,United centrr,,,Convention center,65 E Harrison St,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VTzh9FiQGERHQtthF3KlGw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=187.66891&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Puerto+Convention+Center/data=!4m7!3m6!1s0x880e2cb816ebfe3d:0x18df602b36ded0d6!8m2!3d41.8846302!4d-87.6373864!16s%2Fg%2F1263yh074!19sChIJPf7rFrgsDogR1tDeNitg3xg?authuser=0&hl=en&rclk=1,Puerto Convention Center,5,-2,Convention center,150 N Wacker Dr # 1740,,https://lh5.googleusercontent.com/p/AF1QipOiwZeFx5sun-B5l6EYQkTP0uTuXNz6AiRi-bJF=w122-h92-k-no,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d0c768a1593:0x797c30ce64c2b6de!8m2!3d41.8864436!4d-87.6342963!16s%2Fg%2F11h8kxv5c2!19sChIJkxWKdgwtDogR3rbCZM4wfHk?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,205 W Wacker Dr,⋅ Closes 12 AM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s4M2zhsgTPlPjFLyxMEg1g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=295.57108&pitch=0&thumbfov=100,
https://www.google.com/maps/place/McCormick+Place+Lakeside+Center/data=!4m7!3m6!1s0x880e2b81194de491:0x4a2cb220d07c57f8!8m2!3d41.8527659!4d-87.610938!16s%2Fg%2F11j9d3wy5b!19sChIJkeRNGYErDogR-Fd80CCyLEo?authuser=0&hl=en&rclk=1,McCormick Place Lakeside Center,4.7,-17,Convention center,2301 S King Dr,,https://lh5.googleusercontent.com/p/AF1QipMuP906EAJJF0G-YKdzDgjMbIMkiYwnq3_UH_mI=w122-h92-k-no,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2df85bbbdd73:0xe277a2f429ca4d0c!8m2!3d41.8532298!4d-87.6501525!16s%2Fg%2F11h53mswpz!19sChIJc927W_gtDogRDE3KKfSid-I?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,2150 S Canalport Ave Suite 2A-11,⋅ Closes 5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YaKCjTOfbSGCsvjBr8WXNA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=318.85663&pitch=0&thumbfov=100,
https://www.google.com/maps/place/societyM+Meeting+Rooms+Chicago+Downtown/data=!4m7!3m6!1s0x880e2d702ff2d197:0xaba890681666c197!8m2!3d41.8869626!4d-87.6250513!16s%2Fg%2F11tr_1vgj_!19sChIJl9HyL3AtDogRl8FmFmiQqKs?authuser=0&hl=en&rclk=1,societyM Meeting Rooms Chicago Downtown,,,Conference center,80 E Wacker Pl,,https://lh5.googleusercontent.com/p/AF1QipMBYOEJFodCFGqLv1EeNo86HuOmwFLdTe00-edJ=w92-h92-k-no,
https://www.google.com/maps/place/Together+by+Hyatt/data=!4m7!3m6!1s0x880e2d91e2118b03:0xbe30752e900df2f8!8m2!3d41.882755!4d-87.6356806!16s%2Fg%2F11vbcxfxcq!19sChIJA4sR4pEtDogR-PINkC51ML4?authuser=0&hl=en&rclk=1,Together by Hyatt,5,-1,Convention center,28 N Franklin St,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q83MDU7rVKouBruV7aYAgg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=299.21942&pitch=0&thumbfov=100,
https://www.google.com/maps/place/1-800-TRADESHOWS/data=!4m7!3m6!1s0x880e2b83a5ad5cc1:0xf952f2ed875637bc!8m2!3d41.8517314!4d-87.6114441!16s%2Fg%2F1wd3wmsx!19sChIJwVytpYMrDogRvDdWh-3yUvk?authuser=0&hl=en&rclk=1,1-800-TRADESHOWS,,,Convention center,2301 S DuSable Lake Shore Dr,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w_1WmZKpsTpXRdmwwuMAsA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=76.826996&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Banquet+%26+Rental+Information/data=!4m7!3m6!1s0x880e2b52643f778f:0xbc2d2767415629f5!8m2!3d41.8919114!4d-87.6094575!16s%2Fg%2F1tj7fn0y!19sChIJj3c_ZFIrDogR9SlWQWcnLbw?authuser=0&hl=en&rclk=1,Banquet & Rental Information,,,Convention center,600 E Grand Ave,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cqrXe7YW5T2fDD_Gvp4WWw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=89.53391&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Privileged+Access+TV/data=!4m7!3m6!1s0x880e2c815f0b17dd:0xc33e95c6771bcccd!8m2!3d41.8606092!4d-87.6228617!16s%2Fg%2F12625bfxs!19sChIJ3RcLX4EsDogRzcwbd8aVPsM?authuser=0&hl=en&rclk=1,Privileged Access TV,4.5,-2,Convention center,1550 S Indiana Ave,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YU5ShZihRviqTtKakBvu2A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=356.0091&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Conference+Direct/data=!4m7!3m6!1s0x880fcb378e6d5153:0x660f0d4bedef001e!8m2!3d41.9079688!4d-87.7976962!16s%2Fg%2F1v6l829r!19sChIJU1FtjjfLD4gRHgDv7UsND2Y?authuser=0&hl=en&rclk=1,Conference Direct,5,-1,Convention center,1220 N Kenilworth Ave,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZD1tAigdRsqkE1dEO7rSYA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=84.538086&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Destination+Hotels+%26+Resorts/data=!4m7!3m6!1s0x880fd3569d79f63b:0xa7ee866a623dbf91!8m2!3d41.9001443!4d-87.6218846!16s%2Fg%2F1tf36kf0!19sChIJO_Z5nVbTD4gRkb89YmqG7qc?authuser=0&hl=en&rclk=1,Destination Hotels & Resorts,5,-1,Convention center,200 E Walton Pl # 6,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bO9VsMcwx4Z35ViKJJWomw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=358.2917&pitch=0&thumbfov=100,
https://www.google.com/maps/place/McCormick+Square/data=!4m7!3m6!1s0x880e2b80a6d27bc5:0xa70c3c2045e17572!8m2!3d41.8512635!4d-87.6184672!16s%2Fg%2F11xm7fphw!19sChIJxXvSpoArDogRcnXhRSA8DKc?authuser=0&hl=en&rclk=1,McCormick Square,4.6,-135,Convention center,301 E Cermak Rd,,https://lh5.googleusercontent.com/p/AF1QipO7KEhLfbPI9jNyqejZGhZqE9gwRILLiBVWVpIC=w173-h92-k-no,"""Second time here in this venue for the AHA conference."""
https://www.google.com/maps/place/Korea+Trade+Center/data=!4m7!3m6!1s0x880e2b8215d00223:0x510081055d828824!8m2!3d41.8526229!4d-87.6119577!16s%2Fg%2F1264jd5hn!19sChIJIwLQFYIrDogRJIiCXQWBAFE?authuser=0&hl=en&rclk=1,Korea Trade Center,4,-3,Convention center,2301 S DuSable Lake Shore Dr,,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
https://www.google.com/maps/place/McCormick+Place/data=!4m7!3m6!1s0x880e2d5436e44f0d:0xc993f5a8fb7fabd7!8m2!3d41.8526157!4d-87.6264004!16s%2Fg%2F11tx549rw7!19sChIJDU_kNlQtDogR16t_-6j1k8k?authuser=0&hl=en&rclk=1,McCormick Place,3,-2,Convention center,12 E Cermak Rd,,https://lh5.googleusercontent.com/p/AF1QipO2F3edlXRzBE-cc-CJ4OQoxy7BmQc2l0aPSREE=w122-h92-k-no,"""It's a great place to hold a convention."""
https://www.google.com/maps/place/Metropolitan+Pier+%26+Exposition/data=!4m7!3m6!1s0x880e2b526441ea5b:0x2cea9b2760c0866d!8m2!3d41.8913699!4d-87.6077371!16s%2Fg%2F1261nfp7m!19sChIJW-pBZFIrDogRbYbAYCeb6iw?authuser=0&hl=en&rclk=1,Metropolitan Pier & Exposition,4.8,-6,Convention center,600 E Grand Ave,,https://lh5.googleusercontent.com/p/AF1QipOcyTfZKmj463qF5-4z6uAKQgA1bejzlwGZ8ZnP=w80-h106-k-no,
https://www.google.com/maps/place/Opus+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d61c0bcda33:0x4a3e0295557ad649!8m2!3d41.8800946!4d-87.624695!16s%2Fg%2F11ng568r1_!19sChIJM9q8wGEtDogRSdZ6VZUCPko?authuser=0&hl=en&rclk=1,Opus Meeting Rooms,,,Conference center,122 S Michigan Ave Suite 1390,⋅ Opens 8:30 AM Mon,https://lh5.googleusercontent.com/p/AF1QipP8BjNShcGfLb3VIDwZ867txPk1AFobJeNPgfFd=w106-h92-k-no,
https://www.google.com/maps/place/Venue+SIX10/data=!4m7!3m6!1s0x880e2c98c7789d2b:0xa1b99cfdb396e384!8m2!3d41.8740081!4d-87.6246643!16s%2Fg%2F1hc9wxg8r!19sChIJK514x5gsDogRhOOWs_2cuaE?authuser=0&hl=en&rclk=1,Venue SIX10,4.6,-222,Conference center,610 S Michigan Ave,,https://lh5.googleusercontent.com/p/AF1QipPV-xvseJ1qyBOfg9XDxnmQSucu0lql0c2ynIz1=w122-h92-k-no,
https://www.google.com/maps/place/Summit+Chicago/data=!4m7!3m6!1s0x880e2caf4ff5c49b:0x40ad65c4ee308920!8m2!3d41.8859448!4d-87.6237522!16s%2Fg%2F1vq75fpw!19sChIJm8T1T68sDogRIIkw7sRlrUA?authuser=0&hl=en&rclk=1,Summit Chicago,4.5,-62,Conference center,205 N Michigan Ave 10th floor,⋅ Opens 7 AM Mon,https://lh5.googleusercontent.com/p/AF1QipP7JXzJlaYraikMITdr6iFTLVw4eWST4YP52IPw=w138-h92-k-no,
https://www.google.com/maps/place/White+Eagle+Events+%26+Convention+Center/data=!4m7!3m6!1s0x880fc93d712241cd:0x9b1a51b82d05eb59!8m2!3d42.0052974!4d-87.7944442!16s%2Fg%2F1hc56tz4w!19sChIJzUEicT3JD4gRWesFLbhRGps?authuser=0&hl=en&rclk=1,White Eagle Events & Convention Center,4.1,"-1,120",Convention center,6839 N Milwaukee Ave,⋅ Closes 7 PM,https://lh5.googleusercontent.com/p/AF1QipNHS5yv4mG0YwkMkpVa4PshiFoxBuihcUn7iE2b=w122-h92-k-no,"""Recently attended a conference here."""
https://www.google.com/maps/place/FinTech+Exchange/data=!4m7!3m6!1s0x880e2c98c01eb90f:0x2180f423ae7a1888!8m2!3d41.8740766!4d-87.6244915!16s%2Fg%2F11cr_nv3nk!19sChIJD7kewJgsDogRiBh6riP0gCE?authuser=0&hl=en&rclk=1,FinTech Exchange,,,Conference center,610 S Michigan Ave,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NigPlgViQy3bA4LPNX3HEg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=304.69388&pitch=0&thumbfov=100,
https://www.google.com/maps/place/McCormick+Place+-+West+Building/data=!4m7!3m6!1s0x880e2c7f2fffffff:0xb4c8efcdd6f8000a!8m2!3d41.8506084!4d-87.6217268!16s%2Fg%2F11fx7wvfs6!19sChIJ____L38sDogRCgD41s3vyLQ?authuser=0&hl=en&rclk=1,McCormick Place - West Building,4.5,"-1,175",Convention center,2317 S Indiana Ave,⋅ Opens 8:30 AM Mon,https://lh5.googleusercontent.com/p/AF1QipPXaR4R59UUC0eBfrWc-dZ6bsdIH8HpbV3ddtfq=w155-h92-k-no,"""Very nice conference center."""
https://www.google.com/maps/place/O%27Hare+Tech+Center+Venue+and+Conference+Center/data=!4m7!3m6!1s0x880fb584637ddd2b:0xeaf3f73860cb1cbb!8m2!3d41.9659862!4d-87.8753049!16s%2Fg%2F11srvnvl1l!19sChIJK919Y4S1D4gRuxzLYDj38-o?authuser=0&hl=en&rclk=1,O'Hare Tech Center Venue and Conference Center,4.8,-47,Conference center,9950 Lawrence Ave,⋅ 4 PM ⋅ Opens 12 PM Sun,https://lh5.googleusercontent.com/p/AF1QipMJtFhKxHT5T1YOR-Vz6XYfq9U9kpF9NMfUBP3R=w122-h92-k-no,"""I cannot say enough great things about O’Hare Tech Center Venue."""
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cac15ebfed1:0xfdb04550704865b6!8m2!3d41.8911024!4d-87.624805!16s%2Fg%2F1pv02b9wk!19sChIJ0f7rFawsDogRtmVIcFBFsP0?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,500 N Michigan Ave UNIT 600,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipPCRv6q8antuJKgNVd4UrhC_Nwl8Xw7CNPnLx7k=w132-h92-k-no,
https://www.google.com/maps/place/Convene/data=!4m7!3m6!1s0x880e2d9add9c6e95:0x87487ef51490d8a8!8m2!3d41.8788808!4d-87.6365158!16s%2Fg%2F11pzs20tkn!19sChIJlW6c3ZotDogRqNiQFPV-SIc?authuser=0&hl=en&rclk=1,Convene,5,-5,Event venue,233 S Wacker Dr,,https://lh5.googleusercontent.com/p/AF1QipOmnq4d8boEUn9kN8cMMbLAjfSRzxXOJfjlS_d9=w138-h92-k-no,"""Fantastic venue for a"
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880fcd97919df8d3:0xf78926fb98d76e68!8m2!3d41.9321836!4d-87.7136056!16s%2Fg%2F11hz28zldm!19sChIJ0_idkZfND4gRaG7XmPsmifc?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,3432 W Diversey Ave 2nd Floor,⋅ Opens 9 AM Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m4PJgGMnRjnknQBuZjtjdA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=341.97592&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Midwest+Conference+Center/data=!4m7!3m6!1s0x880fb4b41f9608c9:0xe4981503b8dad567!8m2!3d41.9056279!4d-87.9176064!16s%2Fg%2F1tdq_9j3!19sChIJyQiWH7S0D4gRZ9XauAMVmOQ?authuser=0&hl=en&rclk=1,Midwest Conference Center,4.3,-341,Conference center,401 W Lake St,,https://lh5.googleusercontent.com/p/AF1QipPOz3RP89q7EDaI1lOLWJtoQ_eygtdhG00bT7Zt=w133-h92-k-no,"""Not a very glamorous convention center."""
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cbbc54d3493:0xa6a68d0038874c56!8m2!3d41.8823068!4d-87.6327857!16s%2Fg%2F1ptykp4ch!19sChIJkzRNxbssDogRVkyHOACNpqY?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,2 N La Salle St 14th floor,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipO8i_TXSHW3ZKzyveq872FfsGuOlAXNDYdVhAR4=w92-h92-k-no,
https://www.google.com/maps/place/Kasbeer+Hall/data=!4m7!3m6!1s0x880fd3528caba71d:0xfbf80bec36c68b15!8m2!3d41.8973365!4d-87.6271474!16s%2Fg%2F12hsgdykf!19sChIJHaerjFLTD4gRFYvGNuwL-Ps?authuser=0&hl=en&rclk=1,Kasbeer Hall,4.4,-5,Conference center,25 E Pearson St,,https://lh5.googleusercontent.com/p/AF1QipM-punP14YTjaj8vmaXnQgUHBCwzVgl2Z16PHig=w80-h106-k-no,
https://www.google.com/maps/place/Giles+Percy+Alderman+Special/data=!4m7!3m6!1s0x880fcccdda020c61:0x7e27174dc7bbf7d7!8m2!3d41.9019946!4d-87.7492541!16s%2Fg%2F12626q_tj!19sChIJYQwC2s3MD4gR1_e7x00XJ34?authuser=0&hl=en&rclk=1,Giles Percy Alderman Special,3.8,-8,Convention center,4909 W Division St,,https://lh5.googleusercontent.com/p/AF1QipNKnO8yc8LqWcEpbSr8RXDxGFEU_KbtgyklUXlE=w80-h106-k-no,
https://www.google.com/maps/place/The+Congress+Plaza+Hotel+%26+Convention+Center/data=!4m10!3m9!1s0x880e2ca201339ba9:0xb85fc65faea623c2!5m2!4m1!1i2!8m2!3d41.8751616!4d-87.6246539!16s%2Fm%2F0h538ct!19sChIJqZszAaIsDogRwiOmrl_GX7g?authuser=0&hl=en&rclk=1,The Congress Plaza Hotel & Convention Center,3.7,"-6,795",3-star hotel,,,https://lh5.googleusercontent.com/p/AF1QipOCclvKMZWBO-9U9kHVjo2fIoTnma3XuYgkGyFq=w80-h120-k-no,"""Convention Center for very large events."""
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cbf1a659723:0x57646085fdbcd5ac!8m2!3d41.878888!4d-87.635876!16s%2Fg%2F12htrg2xh!19sChIJI5dlGr8sDogRrNW8_YVgZFc?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,5,-2,Conference center,"Willis Tower, 233 S Wacker Dr",⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipO5foJUubc7ZFZ3GexFnESSTHrrpyGz5eBJYoL-=w185-h92-k-no,"""I booked this conference room so that some fellow graduate students ..."""
https://www.google.com/maps/place/The+Library/data=!4m7!3m6!1s0x880e2cbc11cb037f:0xfb3255c4d2101b6e!8m2!3d41.8797572!4d-87.6326662!16s%2Fg%2F11c1pb7pyc!19sChIJfwPLEbwsDogRbhsQ0sRVMvs?authuser=0&hl=en&rclk=1,The Library,4.3,-27,Conference center,190 S La Salle St,,https://lh5.googleusercontent.com/p/AF1QipMVvbPPR5JjJMz3-02xOjokkvPH_8Q9MwEJ0Hrb=w80-h106-k-no,
https://www.google.com/maps/place/ComplexCon+Chicago+Pickup/data=!4m7!3m6!1s0x880e2b62e1413df9:0x7b7f5b05614ec577!8m2!3d41.8520941!4d-87.6118497!16s%2Fg%2F11h4ncps2j!19sChIJ-T1B4WIrDogRd8VOYQVbf3s?authuser=0&hl=en&rclk=1,ComplexCon Chicago Pickup,,,Convention center,McCormick Place - Lakeside Center,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vWY8KqwD34mMTyu-ytQlYA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=305.30453&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Donald+E.+Stephens+Convention+Center/data=!4m7!3m6!1s0x880fb5fd86e69343:0xf59638d2764bf12b!8m2!3d41.9792232!4d-87.861987!16zL20vMGdfN3Jq!19sChIJQ5Pmhv21D4gRK_FLdtI4lvU?authuser=0&hl=en&rclk=1,Donald E. Stephens Convention Center,4.5,"-5,013",Convention center,5555 N River Rd,,https://lh5.googleusercontent.com/p/AF1QipMFXNu7c-G3Cab2f1w_ulAF5PJ0chkOM_-NqH0B=w151-h92-k-no,"""A really nice space for a conference"""
https://www.google.com/maps/place/Hermann+Hall/data=!4m7!3m6!1s0x880e2c72aad4869b:0x9e525ec571fd40cd!8m2!3d41.8356639!4d-87.6283866!16s%2Fg%2F11dxb1x0kv!19sChIJm4bUqnIsDogRzUD9ccVeUp4?authuser=0&hl=en&rclk=1,Hermann Hall,5,-21,Auditorium,"Hermann Hall Conference Center, 3241 S Federal St",,https://lh5.googleusercontent.com/p/AF1QipPP7CKH1Kkpt3respQ78ljbke0E06wFkVipj6Zb=w172-h92-k-no,"""Well organized center."""
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cddd0d00677:0x494bc057acc8225f!8m2!3d41.8780265!4d-87.6527249!16s%2Fg%2F1pp2vgfjf!19sChIJdwbQ0N0sDogRXyLIrFfAS0k?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,5,-4,Conference center,1016 W Jackson Blvd,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipPgbW0ocYeGP401FvUOv2lseAAyFty4SQ4S4Jxq=w120-h92-k-no,"""They booked a small room which felt intimate, yet clean and ..."""
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2dc4a156c3c9:0xdbaff77119a4acef!8m2!3d41.8626801!4d-87.6236051!16s%2Fg%2F11pkk3lcw8!19sChIJycNWocQtDogR76ykGXH3r9s?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,1449 S Michigan Ave,⋅ Opens 8:30 AM Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wbg1LNiw9Lt0eH0N19FMdQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=86.222336&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x89e7b4d31c44e489:0xfbaea5d10d1ddcbd!8m2!3d41.8582021!4d-87.6604502!16s%2Fg%2F11btv6533s!19sChIJieREHNO054kRvdwdDdGlrvs?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,1655 S Blue Island Ave,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipNMNTzizKJD1vG346FJNpeyOM8qZc4bVkk509V7=w92-h92-k-no,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d5e32323295:0xedebd483dffe81f1!8m2!3d41.8848742!4d-87.6306904!16s%2Fg%2F11j8z0_85j!19sChIJlTIyMl4tDogR8YH-34PU6-0?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,161 N Clark St Suite 1600,⋅ Opens 8 AM Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DDGZTj9xpC7V-dOU9znrrg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=37.404938&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d4ab8b62937:0xd1a9dab4a06093b1!8m2!3d41.8774388!4d-87.6256613!16s%2Fg%2F11fps124dj!19sChIJNym2uEotDogRsZNgoLTaqdE?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,333 S Wabash Ave UNIT 2700,⋅ Opens 8:30 AM Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ip74Z4vAWJtLAA-nKK_Wxw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=67.28364&pitch=0&thumbfov=100,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d016f34e3a5:0x8522eabed9debc92!8m2!3d41.8890935!4d-87.6728473!16s%2Fg%2F11y2b4_k4_!19sChIJpeM0bwEtDogRkrze2b7qIoU?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Conference center,1821 W Hubbard St Unit 209,⋅ Opens 9 AM Mon,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,
